 written on 16Jun2018 at 07:45:41 
           4
         409
    1    2    1    1    1    1    2    1    1    1    1    1    1    1    2
    2    1    1    1    1    1    1    1    1    1    2    1    1    1    1
    1    1    1    1    1    1    1    1    2    1    1    1    1    1    1
    1    1    1    1    1    1    1    1    1    2    1    1    1    1    1
    1    1    1    1    1    1    1    1    1    1    1    1    1    2    1
    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1
    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1
    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1
    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1
    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1
    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1
    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1
    1    1    1    1    1    1    1    1    1    1    1    1    1    1    2
    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1
    1    1    1    1    2    1    1    1    1    1    1    1    1    1    1
    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1
    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1
    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1
    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1
    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1
    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1
    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1
    1    1    1    1    1    2    1    1    1    1    1    1    1    1    1
    1    1    1    1    1    1    1    1    1    2    1    1    1    1    1
    1    1    1    1    1    1    1    1    1    1    2    1    1    1    1
    1    1    1    1    1    1    1    1    2    1    1    1    1    1    1
    1    1    1    2    2    1    1    1    1    1    1    1    2    1    1
    1    1    2    1
  -13   -7    0    1    1    0.000005   -0.000000
  -13   -7    0    2    1   -0.000010    0.000000
  -13   -7    0    3    1    0.000089    0.000000
  -13   -7    0    4    1    0.000098    0.000000
  -13   -7    0    1    2   -0.000009    0.000000
  -13   -7    0    2    2    0.000001   -0.000000
  -13   -7    0    3    2   -0.000122    0.000000
  -13   -7    0    4    2    0.000089   -0.000000
  -13   -7    0    1    3   -0.000073    0.000000
  -13   -7    0    2    3    0.000214   -0.000000
  -13   -7    0    3    3    0.000001    0.000000
  -13   -7    0    4    3   -0.000010   -0.000000
  -13   -7    0    1    4   -0.000031   -0.000000
  -13   -7    0    2    4   -0.000074    0.000000
  -13   -7    0    3    4   -0.000009   -0.000000
  -13   -7    0    4    4    0.000005    0.000000
  -13   -6    0    1    1    0.000005   -0.000000
  -13   -6    0    2    1    0.000010   -0.000000
  -13   -6    0    3    1    0.000089    0.000000
  -13   -6    0    4    1    0.000098    0.000000
  -13   -6    0    1    2    0.000025    0.000000
  -13   -6    0    2    2    0.000001   -0.000000
  -13   -6    0    3    2    0.000027    0.000000
  -13   -6    0    4    2   -0.000244   -0.000000
  -13   -6    0    1    3   -0.000074   -0.000000
  -13   -6    0    2    3   -0.000074   -0.000000
  -13   -6    0    3    3    0.000001    0.000000
  -13   -6    0    4    3   -0.000010   -0.000000
  -13   -6    0    1    4   -0.000031   -0.000000
  -13   -6    0    2    4    0.000212   -0.000000
  -13   -6    0    3    4   -0.000009   -0.000000
  -13   -6    0    4    4    0.000005    0.000000
  -12   -8    0    1    1    0.000011   -0.000000
  -12   -8    0    2    1   -0.000033    0.000000
  -12   -8    0    3    1    0.000066   -0.000000
  -12   -8    0    4    1   -0.000252    0.000000
